dyadid,ccode1,ccode2,dem1,dem2,distance,allies
265580,265,580,-9,-2,5497,0
265590,265,590,-9,9,5841,0
265600,265,600,-9,-9,1619,0
265615,265,615,-9,-9,1244,0
265616,265,616,-9,-9,1192,0
265620,265,620,-9,-7,1468,0
265625,265,625,-9,7,2912,0
265630,265,630,-9,-10,2330,0
265640,265,640,-9,9,1427,0
265645,265,645,-9,-7,2185,0
265651,265,651,-9,-7,1957,0
265652,265,652,-9,-7,1898,0
265660,265,660,-9,2,1850,0
265663,265,663,-9,-9,1977,0
265666,265,666,-9,9,1966,0
265670,265,670,-9,-10,2756,0
265678,265,678,-9,-3,3233,0
265680,265,680,-9,-5,3418,0
265690,265,690,-9,-9,2530,0
265700,265,700,-9,-7,3098,0
265710,265,710,-9,-9,4612,0
265712,265,712,-9,-7,3885,0
265713,265,713,-9,-8,5621,0
265731,265,731,-9,-9,4957,0
265732,265,732,-9,-3,5078,0
265740,265,740,-9,10,5547,0
265750,265,750,-9,9,3719,0
265770,265,770,-9,3,3299,0
265775,265,775,-9,-7,5118,0
265780,265,780,-9,7,5005,0
265781,265,781,-9,,4924,0
265790,265,790,-9,-9,4094,0
265800,265,800,-9,,5460,0
265811,265,811,-9,-9,5759,0
265812,265,812,-9,,5310,0
265816,265,816,-9,-8,5268,0
265817,265,817,-9,-3,5873,0
265820,265,820,-9,10,6098,0
265830,265,830,-9,-2,6291,0
265840,265,840,-9,5,6207,0
265850,265,850,-9,-7,6827,0
265900,265,900,-9,10,10091,0
265920,265,920,-9,10,11310,0
290305,290,305,-7,10,347,0
290310,290,310,-7,-7,339,1
290315,290,315,-7,,0,1
290325,290,325,-7,10,819,0
290338,290,338,-7,,1175,0
290339,290,339,-7,-9,757,1
290345,290,345,-7,-7,513,0
290350,290,350,-7,-7,995,0
290352,290,352,-7,7,1329,0
290355,290,355,-7,-7,669,1
290360,290,360,-7,-7,590,1
290365,290,365,-7,-7,0,1
290375,290,375,-7,10,568,0
290380,290,380,-7,10,503,0
290385,290,385,-7,10,660,0
290390,290,390,-7,10,416,0
290395,290,395,-7,10,1723,0
290411,290,411,-7,,3427,0
290420,290,420,-7,10,3390,0
290432,290,432,-7,-7,3176,0
290433,290,433,-7,-7,3346,0
290434,290,434,-7,-7,3333,0
290435,290,435,-7,-7,3092,0
290436,290,436,-7,-7,2876,0
290437,290,437,-7,-9,3478,0
290438,290,438,-7,-9,3539,0
290439,290,439,-7,-7,3029,0
290450,290,450,-7,-6,3654,0
290451,290,451,-7,2,3588,0
290452,290,452,-7,-7,3449,0
290461,290,461,-7,-7,3383,0
290471,290,471,-7,-7,3390,0
290475,290,475,-7,-7,3080,0
290481,290,481,-7,-7,3649,0
290482,290,482,-7,-9,3315,0
290483,290,483,-7,-9,2795,0
290484,290,484,-7,-7,3923,0
290490,290,490,-7,-9,3925,0
290500,290,500,-7,-6,3654,0
290501,290,501,-7,0,3815,0
290510,290,510,-7,-7,4224,0
290516,290,516,-7,-7,3879,0
290517,290,517,-7,-5,3786,0
290520,290,520,-7,7,3744,0
290530,290,530,-7,-9,3151,0
290551,290,551,-7,0,4700,0
290552,290,552,-7,4,4885,0
290553,290,553,-7,-9,4644,0
290560,290,560,-7,4,10523,0
290570,290,570,-7,9,5655,0
290571,290,571,-7,10,5328,0
290572,290,572,-7,0,5468,0
290580,290,580,-7,-2,5170,0
290590,290,590,-7,9,5469,0
290600,290,600,-7,-9,1866,0
290615,290,615,-7,-9,1381,0
290616,290,616,-7,-9,1191,0
290620,290,620,-7,-7,1394,0
290625,290,625,-7,7,2613,0
290630,290,630,-7,-10,1877,0
290640,290,640,-7,9,1022,0
290645,290,645,-7,-7,1751,0
290651,290,651,-7,-7,1622,0
290652,290,652,-7,-7,1504,0
290660,290,660,-7,2,1460,0
290663,290,663,-7,-9,1592,0
290666,290,666,-7,9,1588,0
290670,290,670,-7,-10,2338,0
290678,290,678,-7,-3,2852,0
290680,290,680,-7,-5,3039,0
290690,290,690,-7,-9,2095,0
290700,290,700,-7,-7,2652,0
290710,290,710,-7,-9,4315,0
290712,290,712,-7,-7,3593,0
290713,290,713,-7,-8,5290,0
290731,290,731,-7,-9,4694,0
290732,290,732,-7,-3,4815,0
290740,290,740,-7,10,5337,0
290750,290,750,-7,9,3275,0
290770,290,770,-7,3,2857,0
290775,290,775,-7,-7,4687,0
290780,290,780,-7,7,4551,0
290781,290,781,-7,,4475,0
290790,290,790,-7,-9,3661,0
290800,290,800,-7,,5033,0
290811,290,811,-7,-9,5338,0
290812,290,812,-7,,4896,0
290816,290,816,-7,-8,4870,0
290817,290,817,-7,-3,5455,0
290820,290,820,-7,10,5658,0
290830,290,830,-7,-2,5852,0
290840,290,840,-7,5,5843,0
290850,290,850,-7,-7,6384,0
290900,290,900,-7,10,9682,0
290920,290,920,-7,10,11006,0
305310,305,310,10,-7,0,0
305315,305,315,10,,0,0
305325,305,325,10,10,0,0
305338,305,338,10,,856,0
305339,305,339,10,-9,504,0
305345,305,345,10,-7,0,0
305350,305,350,10,-7,798,0
305352,305,352,10,7,1253,0
305355,305,355,10,-7,508,0
305360,305,360,10,-7,533,0
305365,305,365,10,-7,1038,0
305375,305,375,10,10,896,0
305380,305,380,10,10,773,0
305385,305,385,10,10,841,0
305390,305,390,10,10,541,0
305395,305,395,10,10,1797,0
305411,305,411,10,,3107,0
305420,305,420,10,10,3054,0
305432,305,432,10,-7,2830,0
305433,305,433,10,-7,3013,0
305434,305,434,10,-7,2996,0
305435,305,435,10,-7,2760,0
305436,305,436,10,-7,2534,0
305437,305,437,10,-9,3132,0
305438,305,438,10,-9,3196,0
305439,305,439,10,-7,2684,0
305450,305,450,10,-6,3307,0
305451,305,451,10,2,3244,0
305452,305,452,10,-7,3108,0
305461,305,461,10,-7,3043,0
305471,305,471,10,-7,3079,0
305475,305,475,10,-7,2752,0
305481,305,481,10,-7,3333,0
305482,305,482,10,-9,3034,0
305483,305,483,10,-9,2497,0
305484,305,484,10,-7,3629,0
305490,305,490,10,-9,3631,0
305500,305,500,10,-6,3451,0
305501,305,501,10,0,3636,0
305510,305,510,10,-7,4051,0
305516,305,516,10,-7,3653,0
305517,305,517,10,-5,3565,0
305520,305,520,10,7,3627,0
305530,305,530,10,-9,3005,0
305551,305,551,10,0,4461,0
305552,305,552,10,4,4656,0
305553,305,553,10,-9,4432,0
305560,305,560,10,4,10838,0
305570,305,570,10,9,5405,0
305571,305,571,10,10,5074,0
305572,305,572,10,0,5234,0
305580,305,580,10,-2,5019,0
305590,305,590,10,9,5369,0
305600,305,600,10,-9,1545,0
305615,305,615,10,-9,1038,0
305616,305,616,10,-9,848,0
305620,305,620,10,-7,1071,0
305625,305,625,10,7,2435,0
305630,305,630,10,-10,1979,0
305640,305,640,10,9,996,0
305645,305,645,10,-7,1776,0
305651,305,651,10,-7,1482,0
305652,305,652,10,-7,1448,0
305660,305,660,10,2,1398,0
305663,305,663,10,-9,1519,0
305666,305,666,10,9,1505,0
305670,305,670,10,-10,2319,0
305678,305,678,10,-3,2768,0
305680,305,680,10,-5,2951,0
305690,305,690,10,-9,2119,0
305700,305,700,10,-7,2839,0
305710,305,710,10,-9,4639,0
305712,305,712,10,-7,3920,0
305713,305,713,10,-8,5596,0
305731,305,731,10,-9,5028,0
305732,305,732,10,-3,5148,0
305740,305,740,10,10,5680,0
305750,305,750,10,9,3462,0
305770,305,770,10,3,3055,0
305775,305,775,10,-7,4899,0
305780,305,780,10,7,4657,0
305781,305,781,10,,4537,0
305790,305,790,10,-9,3876,0
305800,305,800,10,,5251,0
305811,305,811,10,-9,5564,0
305812,305,812,10,,5134,0
305816,305,816,10,-8,5128,0
305817,305,817,10,-3,5685,0
305820,305,820,10,10,5846,0
305830,305,830,10,-2,6042,0
305840,305,840,10,5,6126,0
305850,305,850,10,-7,6562,0
305900,305,900,10,10,9903,0
305920,305,920,10,10,11291,0
310315,310,315,-7,,0,1
310325,310,325,-7,10,505,0
310338,310,338,-7,,836,0
310339,310,339,-7,-9,428,1
310345,310,345,-7,-7,0,0
310350,310,350,-7,-7,699,0
310352,310,352,-7,7,1127,0
310355,310,355,-7,-7,391,1
310360,310,360,-7,-7,0,1
310365,310,365,-7,-7,0,1
310375,310,375,-7,10,907,0
310380,310,380,-7,10,819,0
310385,310,385,-7,10,922,0
310390,310,390,-7,10,629,0
310395,310,395,-7,10,1913,0
310411,310,411,-7,,3088,0
310420,310,420,-7,10,3122,0
310432,310,432,-7,-7,2874,0
310433,310,433,-7,-7,3085,0
310434,310,434,-7,-7,2999,0
310435,310,435,-7,-7,2835,0
310436,310,436,-7,-7,2546,0
310437,310,437,-7,-9,3160,0
310438,310,438,-7,-9,3251,0
310439,310,439,-7,-7,2707,0
310450,310,450,-7,-6,3351,0
310451,310,451,-7,2,3296,0
310452,310,452,-7,-7,3119,0
310461,310,461,-7,-7,3050,0
310471,310,471,-7,-7,3051,0
310475,310,475,-7,-7,2741,0
310481,310,481,-7,-7,3310,0
310482,310,482,-7,-9,2983,0
310483,310,483,-7,-9,2458,0
310484,310,484,-7,-7,3588,0
310490,310,490,-7,-9,3590,0
310500,310,500,-7,-6,3363,0
310501,310,501,-7,0,3540,0
310510,310,510,-7,-7,3953,0
310516,310,516,-7,-7,3574,0
310517,310,517,-7,-5,3484,0
310520,310,520,-7,7,3514,0
310530,310,530,-7,-9,2898,0
310551,310,551,-7,0,4389,0
310552,310,552,-7,4,4579,0
310553,310,553,-7,-9,4348,0
310560,310,560,-7,4,10746,0
310570,310,570,-7,9,5338,0
310571,310,571,-7,10,5009,0
310572,310,572,-7,0,5160,0
310580,310,580,-7,-2,4915,0
310590,310,590,-7,9,5253,0
310600,310,600,-7,-9,1634,0
310615,310,615,-7,-9,1103,0
310616,310,616,-7,-9,868,0
310620,310,620,-7,-7,1056,0
310625,310,625,-7,7,2337,0
310630,310,630,-7,-10,1845,0
310640,310,640,-7,9,863,0
310645,310,645,-7,-7,1642,0
310651,310,651,-7,-7,1370,0
310652,310,652,-7,-7,1320,0
310660,310,660,-7,2,1271,0
310663,310,663,-7,-9,1394,0
310666,310,666,-7,9,1381,0
310670,310,670,-7,-10,2188,0
310678,310,678,-7,-3,2647,0
310680,310,680,-7,-5,2831,0
310690,310,690,-7,-9,1984,0
310700,310,700,-7,-7,2712,0
310710,310,710,-7,-9,4562,0
310712,310,712,-7,-7,3847,0
310713,310,713,-7,-8,5505,0
310731,310,731,-7,-9,4960,0
310732,310,732,-7,-3,5080,0
310740,310,740,-7,10,5627,0
310750,310,750,-7,9,3335,0
310770,310,770,-7,3,2930,0
310775,310,775,-7,-7,4776,0
310780,310,780,-7,7,4522,0
310781,310,781,-7,,4402,0
310790,310,790,-7,-9,3753,0
310800,310,800,-7,,5129,0
310811,310,811,-7,-9,5444,0
310812,310,812,-7,,5017,0
310816,310,816,-7,-8,5016,0
310817,310,817,-7,-3,5566,0
310820,310,820,-7,10,5718,0
310830,310,830,-7,-2,5915,0
310840,310,840,-7,5,6024,0
310850,310,850,-7,-7,6432,0
310900,310,900,-7,10,9778,0
310920,310,920,-7,10,11180,0
315325,315,325,,10,574,0
315338,315,338,,,981,0
315339,315,339,,-9,658,1
315345,315,345,,-7,459,0
315350,315,350,,-7,954,0
315352,315,352,,7,1402,0
315355,315,355,,-7,662,1
315360,315,360,,-7,671,1
315365,315,365,,-7,0,1
315375,315,375,,10,809,0
315380,315,380,,10,655,0
315385,315,385,,10,696,0
315390,315,390,,10,394,0
315395,315,395,,10,1642,0
315411,315,411,,,3222,0
315420,315,420,,10,3079,0
315432,315,432,,-7,2885,0
315433,315,433,,-7,3032,0
315434,315,434,,-7,3093,0
315435,315,435,,-7,2777,0
315436,315,436,,-7,2623,0
315437,315,437,,-9,3203,0
315438,315,438,,-9,3236,0
315439,315,439,,-7,2762,0
315450,315,450,,-6,3362,0
315451,315,451,,2,3287,0
315452,315,452,,-7,3196,0
315461,315,461,,-7,3135,0
315471,315,471,,-7,3201,0
315475,315,475,,-7,2861,0
315481,315,481,,-7,3450,0
315482,315,482,,-9,3171,0
315483,315,483,,-9,2626,0
315484,315,484,,-7,3759,0
315490,315,490,,-9,3761,0
315500,315,500,,-6,3604,0
315501,315,501,,0,3791,0
315510,315,510,,-7,4207,0
315516,315,516,,-7,3803,0
315517,315,517,,-5,3716,0
315520,315,520,,7,3783,0
315530,315,530,,-9,3161,0
315551,315,551,,0,4608,0
315552,315,552,,4,4805,0
315553,315,553,,-9,4584,0
315560,315,560,,4,10842,0
315570,315,570,,9,5549,0
315571,315,571,,10,5217,0
315572,315,572,,0,5382,0
315580,315,580,,-2,5175,0
315590,315,590,,9,5524,0
315600,315,600,,-9,1548,0
315615,315,615,,-9,1081,0
315616,315,616,,-9,943,0
315620,315,620,,-7,1190,0
315625,315,625,,7,2590,0
315630,315,630,,-10,2093,0
315640,315,640,,9,1136,0
315645,315,645,,-7,1910,0
315651,315,651,,-7,1637,0
315652,315,652,,-7,1596,0
315660,315,660,,2,1547,0
315663,315,663,,-9,1669,0
315666,315,666,,9,1656,0
315670,315,670,,-10,2463,0
315678,315,678,,-3,2921,0
315680,315,680,,-5,3105,0
315690,315,690,,-9,2254,0
315700,315,700,,-7,2924,0
315710,315,710,,-9,4634,0
315712,315,712,,-7,3912,0
315713,315,713,,-8,5610,0
315731,315,731,,-9,5009,0
315732,315,732,,-3,5130,0
315740,315,740,,10,5642,0
315750,315,750,,9,3548,0
315770,315,770,,3,3136,0
315775,315,775,,-7,4975,0
315780,315,780,,7,4774,0
315781,315,781,,,4666,0
315790,315,790,,-9,3950,0
315800,315,800,,,5324,0
315811,315,811,,-9,5633,0
315812,315,812,,,5197,0
315816,315,816,,-8,5179,0
315817,315,817,,-3,5752,0
315820,315,820,,10,5934,0
315830,315,830,,-2,6129,0
315840,315,840,,5,6159,0
315850,315,850,,-7,6655,0
315900,315,900,,10,9978,0
315920,315,920,,10,11326,0
325338,325,338,10,,429,0
325339,325,339,10,-9,382,0
325345,325,345,10,-7,0,0
325350,325,350,10,-7,654,1
325352,325,352,10,7,1218,0
325355,325,355,10,-7,557,0
325360,325,360,10,-7,708,0
325365,325,365,10,-7,1477,0
325375,325,375,10,10,1370,0
325380,325,380,10,10,1229,0
325385,325,385,10,10,1248,1
325390,325,390,10,10,952,1
325395,325,395,10,10,2054,1
325411,325,411,10,,2648,0
325420,325,420,10,10,2628,0
325432,325,432,10,-7,2369,0
325433,325,433,10,-7,2594,0
325434,325,434,10,-7,2523,0
325435,325,435,10,-7,2347,0
325436,325,436,10,-7,2059,0
325437,325,437,10,-9,2660,0
325438,325,438,10,-9,2748,0
325439,325,439,10,-7,2210,0
325450,325,450,10,-6,2846,0
325451,325,451,10,2,2792,0
325452,325,452,10,-7,2633,0
325461,325,461,10,-7,2569,0
325471,325,471,10,-7,2631,0
325475,325,475,10,-7,2287,0
325481,325,481,10,-7,2878,0
325482,325,482,10,-9,2623,0
325483,325,483,10,-9,2066,0
325484,325,484,10,-7,3198,0
325490,325,490,10,-9,3200,0
325500,325,500,10,-6,3137,0
325501,325,501,10,0,3352,0
325510,325,510,10,-7,3770,0
325516,325,516,10,-7,3307,0
325517,325,517,10,-5,3227,0
325520,325,520,10,7,3427,0
325530,325,530,10,-9,2777,0
325551,325,551,10,0,4090,0
325552,325,552,10,4,4298,0
325553,325,553,10,-9,4097,0
325560,325,560,10,4,11191,0
325570,325,570,10,9,5018,0
325571,325,571,10,10,4683,0
325572,325,572,10,0,4866,0
325580,325,580,10,-2,4755,0
325590,325,590,10,9,5167,0
325600,325,600,10,-9,1182,0
325615,325,615,10,-9,616,0
325616,325,616,10,-9,374,0
325620,325,620,10,-7,624,0
325625,325,625,10,7,2176,0
325630,325,630,10,-10,2125,0
325640,325,640,10,9,1071,1
325645,325,645,10,-7,1834,0
325651,325,651,10,-7,1327,0
325652,325,652,10,-7,1421,0
325660,325,660,10,2,1368,0
325663,325,663,10,-9,1461,0
325666,325,666,10,9,1435,0
325670,325,670,10,-10,2289,0
325678,325,678,10,-3,2632,0
325680,325,680,10,-5,2806,0
325690,325,690,10,-9,2155,0
325700,325,700,10,-7,3068,0
325710,325,710,10,-9,5053,0
325712,325,712,10,-7,4342,0
325713,325,713,10,-8,5974,0
325731,325,731,10,-9,5459,0
325732,325,732,10,-3,5578,0
325740,325,740,10,10,6131,0
325750,325,750,10,9,3680,0
325770,325,770,10,3,3295,0
325775,325,775,10,-7,5136,0
325780,325,780,10,7,4744,0
325781,325,781,10,,4565,0
325790,325,790,10,-9,4126,0
325800,325,800,10,,5493,0
325811,325,811,10,-9,5817,0
325812,325,812,10,,5408,0
325816,325,816,10,-8,5431,0
325817,325,817,10,-3,5942,0
325820,325,820,10,10,6038,0
325830,325,830,10,-2,6235,0
325840,325,840,10,5,6465,0
325850,325,850,10,-7,6731,0
325900,325,900,10,10,10090,0
325920,325,920,10,10,11534,0
338339,338,339,,-9,473,0
338345,338,345,,-7,693,0
338350,338,350,,-7,529,0
338352,338,352,,7,1060,0
338355,338,355,,-7,665,0
338360,338,360,,-7,848,0
338365,338,365,,-7,1749,0
338375,338,375,,10,1742,0
338380,338,380,,10,1628,0
338385,338,385,,10,1670,0
338390,338,390,,10,1370,0
338395,338,395,,10,2471,0
338411,338,411,,,2253,0
338420,338,420,,10,2477,0
338432,338,432,,-7,2133,0
338433,338,433,,-7,2460,0
338434,338,434,,-7,2170,0
338435,338,435,,-7,2230,0
338436,338,436,,-7,1729,0
338437,338,437,,-9,2370,0
338438,338,438,,-9,2545,0
338439,338,439,,-7,1910,0
338450,338,450,,-6,2600,0
338451,338,451,,2,2579,0
338452,338,452,,-7,2298,0
338461,338,461,,-7,2225,0
338471,338,471,,-7,2224,0
338475,338,475,,-7,1906,0
338481,338,481,,-7,2478,0
338482,338,482,,-9,2196,0
338483,338,483,,-9,1645,0
338484,338,484,,-7,2778,0
338490,338,490,,-9,2781,0
338500,338,500,,-6,2721,0
338501,338,501,,0,2946,0
338510,338,510,,-7,3363,0
338516,338,516,,-7,2882,0
338517,338,517,,-5,2804,0
338520,338,520,,7,3061,0
338530,338,530,,-9,2402,0
338551,338,551,,0,3662,0
338552,338,552,,4,3871,0
338553,338,553,,-9,3673,0
338560,338,560,,4,11150,0
338570,338,570,,9,4589,0
338571,338,571,,10,4254,0
338572,338,572,,0,4438,0
338580,338,580,,-2,4352,0
338590,338,590,,9,4790,0
338600,338,600,,-9,1214,0
338615,338,615,,-9,641,0
338616,338,616,,-9,249,0
338620,338,620,,-7,221,0
338625,338,625,,7,1791,0
338630,338,630,,-10,2059,0
338640,338,640,,9,1037,0
338645,338,645,,-7,1704,0
338651,338,651,,-7,1050,0
338652,338,652,,-7,1247,0
338660,338,660,,2,1196,0
338663,338,663,,-9,1256,0
338666,338,666,,9,1221,0
338670,338,670,,-10,2063,0
338678,338,678,,-3,2317,0
338680,338,680,,-5,2481,0
338690,338,690,,-9,1989,0
338700,338,700,,-7,3050,0
338710,338,710,,-9,5229,0
338712,338,712,,-7,4538,0
338713,338,713,,-8,6090,0
338731,338,731,,-9,5663,0
338732,338,732,,-3,5780,0
338740,338,740,,10,6373,0
338750,338,750,,9,3639,0
338770,338,770,,3,3283,0
338775,338,775,,-7,5092,0
338780,338,780,,7,4566,0
338781,338,781,,,4341,0
338790,338,790,,-9,4110,0
338800,338,800,,,5450,0
338811,338,811,,-9,5780,0
338812,338,812,,,5400,0
338816,338,816,,-8,5455,0
338817,338,817,,-3,5909,0
338820,338,820,,10,5938,0
338830,338,830,,-2,6135,0
338840,338,840,,5,6521,0
338850,338,850,,-7,6602,0
338900,338,900,,10,9922,0
338920,338,920,,10,11322,0
339345,339,345,-9,-7,0,0
339350,339,350,-9,-7,0,0
339352,339,352,-9,7,848,0
339355,339,355,-9,-7,203,1
339360,339,360,-9,-7,382,1
339365,339,365,-9,-7,1279,1
339375,339,375,-9,10,1321,0
339380,339,380,-9,10,1247,0
339385,339,385,-9,10,1343,0
339390,339,390,-9,10,1044,0
339395,339,395,-9,10,2284,0
339411,339,411,-9,,2688,0
339420,339,420,-9,10,2916,0
339432,339,432,-9,-7,2599,0
339433,339,433,-9,-7,2892,0
339434,339,434,-9,-7,2633,0
339435,339,435,-9,-7,2653,0
339436,339,436,-9,-7,2200,0
339437,339,437,-9,-9,2843,0
339438,339,438,-9,-9,3003,0
339439,339,439,-9,-7,2383,0
339450,339,450,-9,-6,3069,0
339451,339,451,-9,2,3040,0
339452,339,452,-9,-7,2767,0
339461,339,461,-9,-7,2691,0
339471,339,471,-9,-7,2642,0
339475,339,475,-9,-7,2355,0
339481,339,481,-9,-7,2906,0
339482,339,482,-9,-9,2558,0
339483,339,483,-9,-9,2041,0
339484,339,484,-9,-7,3167,0
339490,339,490,-9,-9,3169,0
339500,339,500,-9,-6,2947,0
339501,339,501,-9,0,3134,0
339510,339,510,-9,-7,3550,0
339516,339,516,-9,-7,3150,0
339517,339,517,-9,-5,3062,0
339520,339,520,-9,7,3147,0
339530,339,530,-9,-9,2514,0
339551,339,551,-9,0,3962,0
339552,339,552,-9,4,4155,0
339553,339,553,-9,-9,3928,0
339560,339,560,-9,4,10832,0
339570,339,570,-9,9,4911,0
339571,339,571,-9,10,4581,0
339572,339,572,-9,0,4734,0
339580,339,580,-9,-2,4522,0
339590,339,590,-9,9,4891,0
339600,339,600,-9,-9,1537,0
339615,339,615,-9,-9,953,0
339616,339,616,-9,-9,605,0
339620,339,620,-9,-7,688,0
339625,339,625,-9,7,1935,0
339630,339,630,-9,-10,1744,0
339640,339,640,-9,9,690,0
339645,339,645,-9,-7,1454,0
339651,339,651,-9,-7,1008,0
339652,339,652,-9,-7,1052,0
339660,339,660,-9,2,999,0
339663,339,663,-9,-9,1101,0
339666,339,666,-9,9,1079,0
339670,339,670,-9,-10,1927,0
339678,339,678,-9,-3,2313,0
339680,339,680,-9,-5,2492,0
339690,339,690,-9,-9,1778,0
339700,339,700,-9,-7,2697,0
339710,339,710,-9,-9,4773,0
339712,339,712,-9,-7,4076,0
339713,339,713,-9,-8,5659,0
339731,339,731,-9,-9,5199,0
339732,339,732,-9,-3,5317,0
339740,339,740,-9,10,5903,0
339750,339,750,-9,9,3306,0
339770,339,770,-9,3,2926,0
339775,339,775,-9,-7,4763,0
339780,339,780,-9,7,4365,0
339781,339,781,-9,,4194,0
339790,339,790,-9,-9,3758,0
339800,339,800,-9,,5120,0
339811,339,811,-9,-9,5446,0
339812,339,812,-9,,5043,0
339816,339,816,-9,-8,5076,0
339817,339,817,-9,-3,5572,0
339820,339,820,-9,10,5658,0
339830,339,830,-9,-2,5855,0
339840,339,840,-9,5,6123,0
339850,339,850,-9,-7,6349,0
339900,339,900,-9,10,9708,0
339920,339,920,-9,10,11152,0
345350,345,350,-7,-7,0,0
345352,345,352,-7,7,953,0
345355,345,355,-7,-7,0,0
345360,345,360,-7,-7,0,0
345365,345,365,-7,-7,1062,0
345375,345,375,-7,10,1076,0
345380,345,380,-7,10,1008,0
345385,345,385,-7,10,1119,0
345390,345,390,-7,10,826,0
345395,345,395,-7,10,2101,0
345411,345,411,-7,,2929,0
345420,345,420,-7,10,3072,0
345432,345,432,-7,-7,2788,0
345433,345,433,-7,-7,3041,0
345434,345,434,-7,-7,2863,0
345435,345,435,-7,-7,2796,0
345436,345,436,-7,-7,2421,0
345437,345,437,-7,-9,3052,0
345438,345,438,-7,-9,3180,0
345439,345,439,-7,-7,2595,0
345450,345,450,-7,-6,3262,0
345451,345,451,-7,2,3221,0
345452,345,452,-7,-7,2991,0
345461,345,461,-7,-7,2918,0
345471,345,471,-7,-7,2885,0
345475,345,475,-7,-7,2592,0
345481,345,481,-7,-7,3148,0
345482,345,482,-7,-9,2801,0
345483,345,483,-7,-9,2286,0
345484,345,484,-7,-7,3411,0
345490,345,490,-7,-9,3413,0
345500,345,500,-7,-6,3167,0
345501,345,501,-7,0,3344,0
345510,345,510,-7,-7,3757,0
345516,345,516,-7,-7,3379,0
345517,345,517,-7,-5,3289,0
345520,345,520,-7,7,3323,0
345530,345,530,-7,-9,2704,0
345551,345,551,-7,0,4196,0
345552,345,552,-7,4,4385,0
345553,345,553,-7,-9,4152,0
345560,345,560,-7,4,10745,0
345570,345,570,-7,9,5147,0
345571,345,571,-7,10,4819,0
345572,345,572,-7,0,4966,0
345580,345,580,-7,-2,4720,0
345590,345,590,-7,9,5064,0
345600,345,600,-7,-9,1629,0
345615,345,615,-7,-9,1066,0
345616,345,616,-7,-9,774,0
345620,345,620,-7,-7,914,0
345625,345,625,-7,7,2140,0
345630,345,630,-7,-10,1739,0
345640,345,640,-7,9,716,0
345645,345,645,-7,-7,1501,0
345651,345,651,-7,-7,1178,0
345652,345,652,-7,-7,1150,0
345660,345,660,-7,2,1100,0
345663,345,663,-7,-9,1218,0
345666,345,666,-7,9,1203,0
345670,345,670,-7,-10,2025,0
345678,345,678,-7,-3,2464,0
345680,345,680,-7,-5,2647,0
345690,345,690,-7,-9,1839,0
345700,345,700,-7,-7,2646,0
345710,345,710,-7,-9,4608,0
345712,345,712,-7,-7,3901,0
345713,345,713,-7,-8,5524,0
345731,345,731,-7,-9,5021,0
345732,345,732,-7,-3,5140,0
345740,345,740,-7,10,5708,0
345750,345,750,-7,9,3265,0
345770,345,770,-7,3,2870,0
345775,345,775,-7,-7,4715,0
345780,345,780,-7,7,4401,0
345781,345,781,-7,,4262,0
345790,345,790,-7,-9,3699,0
345800,345,800,-7,,5071,0
345811,345,811,-7,-9,5391,0
345812,345,812,-7,,4975,0
345816,345,816,-7,-8,4989,0
345817,345,817,-7,-3,5515,0
345820,345,820,-7,10,5639,0
345830,345,830,-7,-2,5836,0
345840,345,840,-7,5,6016,0
345850,345,850,-7,-7,6344,0
345900,345,900,-7,10,9702,0
345920,345,920,-7,10,11132,0
350352,350,352,-7,7,569,0
350355,350,355,-7,-7,0,0
350360,350,360,-7,-7,462,0
350365,350,365,-7,-7,1386,0
350375,350,375,-7,10,1535,0
350380,350,380,-7,10,1498,0
350385,350,385,-7,10,1621,1
350390,350,390,-7,10,1328,1
350395,350,395,-7,10,2590,1
350411,350,411,-7,,2549,0
350420,350,420,-7,10,2995,0
350432,350,432,-7,-7,2623,0
350433,350,433,-7,-7,2983,0
350434,350,434,-7,-7,2550,0
350435,350,435,-7,-7,2756,0
350436,350,436,-7,-7,2151,0
350437,350,437,-7,-9,2819,0
350438,350,438,-7,-9,3046,0
350439,350,439,-7,-7,2358,0
350450,350,450,-7,-6,3079,0
350451,350,451,-7,2,3075,0
350452,350,452,-7,-7,2701,0
350461,350,461,-7,-7,2617,0
350471,350,471,-7,-7,2482,0
350475,350,475,-7,-7,2244,0
350481,350,481,-7,-7,2755,0
350482,350,482,-7,-9,2348,0
350483,350,483,-7,-9,1868,0
350484,350,484,-7,-7,2972,0
350490,350,490,-7,-9,2974,0
350500,350,500,-7,-6,2665,0
350501,350,501,-7,0,2841,0
350510,350,510,-7,-7,3255,0
350516,350,516,-7,-7,2884,0
350517,350,517,-7,-5,2791,0
350520,350,520,-7,7,2837,0
350530,350,530,-7,-9,2209,0
350551,350,551,-7,0,3705,0
350552,350,552,-7,4,3889,0
350553,350,553,-7,-9,3653,0
350560,350,560,-7,4,10642,0
350570,350,570,-7,9,4661,0
350571,350,571,-7,10,4335,0
350572,350,572,-7,0,4473,0
350580,350,580,-7,-2,4221,0
350590,350,590,-7,9,4581,0
350600,350,600,-7,-9,1724,0
350615,350,615,-7,-9,1137,0
350616,350,616,-7,-9,748,0
350620,350,620,-7,-7,690,0
350625,350,625,-7,7,1639,0
350630,350,630,-7,-10,1536,0
350640,350,640,-7,9,0,1
350645,350,645,-7,-7,1203,0
350651,350,651,-7,-7,697,0
350652,350,652,-7,-7,770,0
350660,350,660,-7,2,717,0
