dyadid,ccode1,ccode2,dem1,dem2,distance,allies
130165,130,165,1,8,2797,1
130200,130,200,1,10,5738,0
130205,130,205,1,10,5511,0
130210,130,210,1,10,5959,0
130211,130,211,1,10,5924,0
130212,130,212,1,10,5995,0
130220,130,220,1,5,5820,0
130225,130,225,1,10,6045,0
130230,130,230,1,-7,5439,0
130235,130,235,1,-9,5130,0
130260,130,260,1,10,6044,0
130265,130,265,1,-9,6194,0
130290,130,290,1,-7,6637,0
130305,130,305,1,10,6460,0
130310,130,310,1,-7,6589,0
130315,130,315,1,,6368,0
130325,130,325,1,10,6285,0
130338,130,338,1,,6402,0
130339,130,339,1,-9,6666,0
130345,130,345,1,-7,6676,0
130350,130,350,1,-7,6899,0
130352,130,352,1,7,7459,0
130355,130,355,1,-7,6834,0
130360,130,360,1,-7,6952,0
130365,130,365,1,-7,7228,0
130375,130,375,1,10,6698,0
130380,130,380,1,10,6468,0
130385,130,385,1,10,6211,0
130390,130,390,1,10,6279,0
130395,130,395,1,10,5277,0
130411,130,411,1,,6038,0
130420,130,420,1,10,4344,0
130432,130,432,1,-7,4913,0
130433,130,433,1,-7,4299,0
130434,130,434,1,-7,5616,0
130435,130,435,1,-7,4432,0
130436,130,436,1,-7,5597,0
130437,130,437,1,-9,5074,0
130438,130,438,1,-9,4509,0
130439,130,439,1,-7,5349,0
130450,130,450,1,-6,4694,0
130451,130,451,1,2,4535,0
130452,130,452,1,-7,5419,0
130461,130,461,1,-7,5519,0
130471,130,471,1,-7,6228,0
130475,130,475,1,-7,5932,0
130481,130,481,1,-7,6083,0
130482,130,482,1,-9,6714,0
130483,130,483,1,-9,6468,0
130484,130,484,1,-7,6484,0
130490,130,490,1,-9,6485,0
130500,130,500,1,-6,7683,0
130501,130,501,1,0,7974,0
130510,130,510,1,-7,8129,0
130516,130,516,1,-7,7457,0
130517,130,517,1,-5,7507,0
130520,130,520,1,7,8566,0
130530,130,530,1,-9,8083,0
130551,130,551,1,0,7338,0
130552,130,552,1,4,7504,0
130553,130,553,1,-9,7714,0
130560,130,560,1,4,7346,0
130570,130,570,1,9,7178,0
130571,130,571,1,10,7121,0
130572,130,572,1,0,7430,0
130580,130,580,1,-2,8522,0
130590,130,590,1,9,9155,0
130600,130,600,1,-9,5188,0
130615,130,615,1,-9,5766,0
130616,130,616,1,-9,6160,0
130620,130,620,1,-7,6330,0
130625,130,625,1,7,7627,0
130630,130,630,1,-10,8408,0
130640,130,640,1,9,7356,0
130645,130,645,1,-7,8101,0
130651,130,651,1,-7,7408,0
130652,130,652,1,-7,7649,0
130660,130,660,1,2,7598,0
130663,130,663,1,-9,7654,0
130666,130,666,1,9,7617,0
130670,130,670,1,-10,8418,0
130678,130,678,1,-3,8400,0
130680,130,680,1,-5,8482,0
130690,130,690,1,-9,8390,0
130700,130,700,1,-7,9289,0
130710,130,710,1,-9,9546,0
130712,130,712,1,-7,9134,0
130713,130,713,1,-8,10272,0
130731,130,731,1,-9,9357,0
130732,130,732,1,-3,9397,0
130740,130,740,1,10,8975,0
130750,130,750,1,9,9912,0
130770,130,770,1,3,9493,0
130775,130,775,1,-7,11247,0
130780,130,780,1,7,10885,0
130781,130,781,1,,10494,0
130790,130,790,1,-9,10265,0
130800,130,800,1,,11510,0
130811,130,811,1,-9,11631,0
130812,130,812,1,,11219,0
130816,130,816,1,-8,10979,0
130817,130,817,1,-3,11638,0
130820,130,820,1,10,12244,0
130830,130,830,1,-2,12270,0
130840,130,840,1,5,10786,0
130850,130,850,1,-7,11875,0
130900,130,900,1,10,8519,0
130920,130,920,1,10,7077,0
135140,135,140,-7,-9,0,1
135145,135,145,-7,-4,0,1
135150,135,150,-7,-8,1561,1
135155,135,155,-7,6,0,1
135160,135,160,-7,-9,1949,1
135165,135,165,-7,8,2051,1
135200,135,200,-7,10,6326,0
135205,135,205,-7,10,6127,0
135210,135,210,-7,10,6549,0
135211,135,211,-7,10,6499,0
135212,135,212,-7,10,6557,0
135220,135,220,-7,5,6378,0
135225,135,225,-7,10,6576,0
135230,135,230,-7,-7,5915,0
135235,135,235,-7,-9,5603,0
135260,135,260,-7,10,6615,0
135265,135,265,-7,-9,6797,0
135290,135,290,-7,-7,7221,0
135305,135,305,-7,10,7000,0
135310,135,310,-7,-7,7122,0
135315,135,315,-7,,6928,0
135325,135,325,-7,10,6755,0
135338,135,338,-7,,6797,0
135339,135,339,-7,-9,7127,0
135345,135,345,-7,-7,7178,0
135350,135,350,-7,-7,7319,0
135352,135,352,-7,7,7851,0
135355,135,355,-7,-7,7312,0
135360,135,360,-7,-7,7453,0
135365,135,365,-7,-7,7864,0
135375,135,375,-7,10,7359,0
135380,135,380,-7,10,7119,0
135385,135,385,-7,10,6868,0
135390,135,390,-7,10,6897,0
135395,135,395,-7,10,6002,0
135411,135,411,-7,,5997,0
135420,135,420,-7,10,4506,0
135432,135,432,-7,-7,5036,0
135433,135,433,-7,-7,4482,0
135434,135,434,-7,-7,5625,0
135435,135,435,-7,-7,4661,0
135436,135,436,-7,-7,5708,0
135437,135,437,-7,-9,5104,0
135438,135,438,-7,-9,4601,0
135439,135,439,-7,-7,5451,0
135450,135,450,-7,-6,4729,0
135451,135,451,-7,2,4610,0
135452,135,452,-7,-7,5420,0
135461,135,461,-7,-7,5526,0
135471,135,471,-7,-7,6185,0
135475,135,475,-7,-7,5972,0
135481,135,481,-7,-7,5993,0
135482,135,482,-7,-9,6668,0
135483,135,483,-7,-9,6537,0
135484,135,484,-7,-7,6320,0
135490,135,490,-7,-9,6321,0
135500,135,500,-7,-6,7556,0
135501,135,501,-7,0,7816,0
135510,135,510,-7,-7,7881,0
135516,135,516,-7,-7,7281,0
135517,135,517,-7,-5,7351,0
135520,135,520,-7,7,8445,0
135530,135,530,-7,-9,8085,0
135551,135,551,-7,0,6997,0
135552,135,552,-7,4,7125,0
135553,135,553,-7,-9,7378,0
135560,135,560,-7,4,6933,0
135570,135,570,-7,9,6668,0
135571,135,571,-7,10,6669,0
135572,135,572,-7,0,6946,0
135580,135,580,-7,-2,8073,0
135590,135,590,-7,9,8638,0
135600,135,600,-7,-9,5598,0
135615,135,615,-7,-9,6186,0
135616,135,616,-7,-9,6571,0
135620,135,620,-7,-7,6688,0
135625,135,625,-7,7,7734,0
135630,135,630,-7,-10,8855,0
135640,135,640,-7,9,7810,0
135645,135,645,-7,-7,8490,0
135651,135,651,-7,-7,7728,0
135652,135,652,-7,-7,8023,0
135660,135,660,-7,2,7976,0
135663,135,663,-7,-9,8005,0
135666,135,666,-7,9,7965,0
135670,135,670,-7,-10,8682,0
135678,135,678,-7,-3,8506,0
135680,135,680,-7,-5,8544,0
135690,135,690,-7,-9,8732,0
135700,135,700,-7,-7,9823,0
135710,135,710,-7,-9,10353,0
135712,135,712,-7,-7,9958,0
135713,135,713,-7,-8,10940,0
135731,135,731,-7,-9,10118,0
135732,135,732,-7,-3,10141,0
135740,135,740,-7,10,9631,0
135750,135,750,-7,9,10432,0
135770,135,770,-7,3,10048,0
135775,135,775,-7,-7,11889,0
135780,135,780,-7,7,10835,0
135781,135,781,-7,,10356,0
135790,135,790,-7,-9,10875,0
135800,135,800,-7,,12247,0
135811,135,811,-7,-9,12311,0
135812,135,812,-7,,12039,0
135816,135,816,-7,-8,11799,0
135817,135,817,-7,-3,12181,0
135820,135,820,-7,10,11828,0
135830,135,830,-7,-2,11702,0
135840,135,840,-7,5,11222,0
135850,135,850,-7,-7,11161,0
135900,135,900,-7,10,7991,0
135920,135,920,-7,10,6587,0
140145,140,145,-9,-4,0,1
140150,140,150,-9,-8,0,1
140155,140,155,-9,6,1873,1
140160,140,160,-9,-9,0,1
140165,140,165,-9,8,0,1
140200,140,200,-9,10,5469,0
140205,140,205,-9,10,5382,0
140210,140,210,-9,10,5669,0
140211,140,211,-9,10,5583,0
140212,140,212,-9,10,5592,0
140220,140,220,-9,5,5427,0
140225,140,225,-9,10,5528,0
140230,140,230,-9,-7,4813,0
140235,140,235,-9,-9,4528,0
140260,140,260,-9,10,5673,0
140265,140,265,-9,-9,5922,0
140290,140,290,-9,-7,6237,0
140305,140,305,-9,10,5925,0
140310,140,310,-9,-7,6012,0
140315,140,315,-9,,5917,0
140325,140,325,-9,10,5539,0
140338,140,338,-9,,5421,0
140339,140,339,-9,-9,5852,0
140345,140,345,-9,-7,5989,0
140350,140,350,-9,-7,5941,0
140352,140,352,-9,7,6373,0
140355,140,355,-9,-7,6054,0
140360,140,360,-9,-7,6229,0
140365,140,365,-9,-7,6951,0
140375,140,375,-9,10,6602,0
140380,140,380,-9,10,6359,0
140385,140,385,-9,10,6163,0
140390,140,390,-9,10,6055,0
140395,140,395,-9,10,5698,0
140411,140,411,-9,,4106,0
140420,140,420,-9,10,2946,0
140432,140,432,-9,-7,3365,0
140433,140,433,-9,-7,2962,0
140434,140,434,-9,-7,3787,0
140435,140,435,-9,-7,3199,0
140436,140,436,-9,-7,3976,0
140437,140,437,-9,-9,3311,0
140438,140,438,-9,-9,2923,0
140439,140,439,-9,-7,3724,0
140450,140,450,-9,-6,2966,0
140451,140,451,-9,2,2908,0
140452,140,452,-9,-7,3583,0
140461,140,461,-9,-7,3689,0
140471,140,471,-9,-7,4287,0
140475,140,475,-9,-7,4149,0
140481,140,481,-9,-7,4071,0
140482,140,482,-9,-9,4757,0
140483,140,483,-9,-9,4720,0
140484,140,484,-9,-7,4362,0
140490,140,490,-9,-9,4362,0
140500,140,500,-9,-6,5598,0
140501,140,501,-9,0,5850,0
140510,140,510,-9,-7,5911,0
140516,140,516,-9,-7,5315,0
140517,140,517,-9,-5,5388,0
140520,140,520,-9,7,6482,0
140530,140,530,-9,-9,6171,0
140551,140,551,-9,0,5044,0
140552,140,552,-9,4,5188,0
140553,140,553,-9,-9,5424,0
140560,140,560,-9,4,8134,0
140570,140,570,-9,9,4830,0
140571,140,571,-9,10,4777,0
140572,140,572,-9,0,5082,0
140580,140,580,-9,-2,6183,0
140590,140,590,-9,9,6806,0
140600,140,600,-9,-9,4380,0
140615,140,615,-9,-9,4923,0
140616,140,616,-9,-9,5247,0
140620,140,620,-9,-7,5253,0
140625,140,625,-9,7,5905,0
140630,140,630,-9,-10,7372,0
140640,140,640,-9,9,6448,0
140645,140,645,-9,-7,6951,0
140651,140,651,-9,-7,6144,0
140652,140,652,-9,-7,6499,0
140660,140,660,-9,2,6463,0
140663,140,663,-9,-9,6448,0
140666,140,666,-9,9,6405,0
140670,140,670,-9,-10,6958,0
140678,140,678,-9,-3,6646,0
140680,140,680,-9,-5,6654,0
140690,140,690,-9,-9,7101,0
140700,140,700,-9,-7,8371,0
140710,140,710,-9,-9,10530,0
140712,140,712,-9,-7,9804,0
140713,140,713,-9,-8,11511,0
140731,140,731,-9,-9,10797,0
140732,140,732,-9,-3,10911,0
140740,140,740,-9,10,10992,0
140750,140,750,-9,9,8855,0
140770,140,770,-9,3,8600,0
140775,140,775,-9,-7,10067,0
140780,140,780,-9,7,8864,0
140781,140,781,-9,,8386,0
140790,140,790,-9,-9,9353,0
140800,140,800,-9,,10335,0
140811,140,811,-9,-9,10601,0
140812,140,812,-9,,10494,0
140816,140,816,-9,-8,10692,0
140817,140,817,-9,-3,10704,0
140820,140,820,-9,10,10205,0
140830,140,830,-9,-2,10278,0
140840,140,840,-9,5,11704,0
140850,140,850,-9,-7,10146,0
140900,140,900,-9,10,8740,0
140920,140,920,-9,10,7649,0
145150,145,150,-4,-8,0,1
145155,145,155,-4,6,0,1
145160,145,160,-4,-9,0,1
145165,145,165,-4,8,1471,1
145200,145,200,-4,10,6220,0
145205,145,205,-4,10,6058,0
145210,145,210,-4,10,6440,0
145211,145,211,-4,10,6375,0
145212,145,212,-4,10,6414,0
145220,145,220,-4,5,6237,0
145225,145,225,-4,10,6402,0
145230,145,230,-4,-7,5705,0
145235,145,235,-4,-9,5396,0
145260,145,260,-4,10,6484,0
145265,145,265,-4,-9,6695,0
145290,145,290,-4,-7,7087,0
145305,145,305,-4,10,6824,0
145310,145,310,-4,-7,6934,0
145315,145,315,-4,,6776,0
145325,145,325,-4,10,6516,0
145338,145,338,-4,,6492,0
145339,145,339,-4,-9,6870,0
145345,145,345,-4,-7,6959,0
145350,145,350,-4,-7,7021,0
145352,145,352,-4,7,7515,0
145355,145,355,-4,-7,7066,0
145360,145,360,-4,-7,7224,0
145365,145,365,-4,-7,7774,0
145375,145,375,-4,10,7317,0
145380,145,380,-4,10,7070,0
145385,145,385,-4,10,6834,0
145390,145,390,-4,10,6811,0
145395,145,395,-4,10,6091,0
145411,145,411,-4,,5436,0
145420,145,420,-4,10,4087,0
145432,145,432,-4,-7,4579,0
145433,145,433,-4,-7,4079,0
145434,145,434,-4,-7,5093,0
145435,145,435,-4,-7,4284,0
145436,145,436,-4,-7,5230,0
145437,145,437,-4,-9,4592,0
145438,145,438,-4,-9,4136,0
145439,145,439,-4,-7,4973,0
145450,145,450,-4,-6,4227,0
145451,145,451,-4,2,4135,0
145452,145,452,-4,-7,4887,0
145461,145,461,-4,-7,4994,0
145471,145,471,-4,-7,5619,0
145475,145,475,-4,-7,5449,0
145481,145,481,-4,-7,5410,0
145482,145,482,-4,-9,6094,0
145483,145,483,-4,-9,6021,0
145484,145,484,-4,-7,5706,0
145490,145,490,-4,-9,5706,0
145500,145,500,-4,-6,6942,0
145501,145,501,-4,0,7190,0
145510,145,510,-4,-7,7232,0
145516,145,516,-4,-7,6655,0
145517,145,517,-4,-5,6730,0
145520,145,520,-4,7,7823,0
145530,145,530,-4,-9,7511,0
145551,145,551,-4,0,6336,0
145552,145,552,-4,4,6458,0
145553,145,553,-4,-9,6716,0
145560,145,560,-4,4,7190,0
145570,145,570,-4,9,5998,0
145571,145,571,-4,10,5998,0
145572,145,572,-4,0,6275,0
145580,145,580,-4,-2,7402,0
145590,145,590,-4,9,7971,0
145600,145,600,-4,-9,5336,0
145615,145,615,-4,-9,5917,0
145616,145,616,-4,-9,6283,0
145620,145,620,-4,-7,6355,0
145625,145,625,-4,7,7216,0
145630,145,630,-4,-10,8533,0
145640,145,640,-4,9,7527,0
145645,145,645,-4,-7,8134,0
145651,145,651,-4,-7,7340,0
145652,145,652,-4,-7,7668,0
145660,145,660,-4,2,7625,0
145663,145,663,-4,-9,7634,0
145666,145,666,-4,9,7592,0
145670,145,670,-4,-10,8230,0
145678,145,678,-4,-3,7972,0
145680,145,680,-4,-5,7989,0
145690,145,690,-4,-9,8332,0
145700,145,700,-4,-7,9537,0
145710,145,710,-4,-9,10805,0
145712,145,712,-4,-7,10258,0
145713,145,713,-4,-8,11590,0
145731,145,731,-4,-9,10679,0
145732,145,732,-4,-3,10724,0
145740,145,740,-4,10,10279,0
145750,145,750,-4,9,10093,0
145770,145,770,-4,3,9771,0
145775,145,775,-4,-7,11410,0
145780,145,780,-4,7,10187,0
145781,145,781,-4,,9704,0
145790,145,790,-4,-9,10586,0
145800,145,800,-4,,11669,0
145811,145,811,-4,-9,11871,0
145812,145,812,-4,,11830,0
145816,145,816,-4,-8,11946,0
145817,145,817,-4,-3,11920,0
145820,145,820,-4,10,11297,0
145830,145,830,-4,-2,11264,0
145840,145,840,-4,5,11825,0
145850,145,850,-4,-7,10844,0
145900,145,900,-4,10,8109,0
145920,145,920,-4,10,6782,0
150155,150,155,-8,6,965,1
150160,150,160,-8,-9,0,1
150165,150,165,-8,8,671,1
150200,150,200,-8,10,6351,0
150205,150,205,-8,10,6247,0
150210,150,210,-8,10,6556,0
150211,150,211,-8,10,6473,0
150212,150,212,-8,10,6487,0
150220,150,220,-8,5,6320,0
150225,150,225,-8,10,6430,0
150230,150,230,-8,-7,5715,0
150235,150,235,-8,-9,5425,0
150260,150,260,-8,10,6567,0
150265,150,265,-8,-9,6811,0
150290,150,290,-8,-7,7139,0
150305,150,305,-8,10,6831,0
150310,150,310,-8,-7,6920,0
150315,150,315,-8,,6818,0
150325,150,325,-8,10,6448,0
150338,150,338,-8,,6328,0
150339,150,339,-8,-9,6761,0
150345,150,345,-8,-7,6899,0
150350,150,350,-8,-7,6845,0
150352,150,352,-8,7,7263,0
150355,150,355,-8,-7,6964,0
150360,150,360,-8,-7,7138,0
150365,150,365,-8,-7,7852,0
150375,150,375,-8,10,7484,0
150380,150,380,-8,10,7239,0
150385,150,385,-8,10,7033,0
150390,150,390,-8,10,6942,0
150395,150,395,-8,10,6478,0
150411,150,411,-8,,4881,0
150420,150,420,-8,10,3852,0
150432,150,432,-8,-7,4251,0
150433,150,433,-8,-7,3870,0
150434,150,434,-8,-7,4606,0
150435,150,435,-8,-7,4108,0
150436,150,436,-8,-7,4838,0
150437,150,437,-8,-9,4161,0
150438,150,438,-8,-9,3814,0
150439,150,439,-8,-7,4591,0
150450,150,450,-8,-6,3833,0
150451,150,451,-8,2,3793,0
150452,150,452,-8,-7,4406,0
150461,150,461,-8,-7,4511,0
150471,150,471,-8,-7,5052,0
150475,150,475,-8,-7,4969,0
150481,150,481,-8,-7,4813,0
150482,150,482,-8,-9,5500,0
150483,150,483,-8,-9,5535,0
150484,150,484,-8,-7,5033,0
150490,150,490,-8,-9,5033,0
150500,150,500,-8,-6,6249,0
150501,150,501,-8,0,6467,0
150510,150,510,-8,-7,6455,0
150516,150,516,-8,-7,5939,0
150517,150,517,-8,-5,6025,0
150520,150,520,-8,7,7100,0
150530,150,530,-8,-9,6885,0
150551,150,551,-8,0,5527,0
150552,150,552,-8,4,5628,0
150553,150,553,-8,-9,5903,0
150560,150,560,-8,4,7229,0
150570,150,570,-8,9,5118,0
150571,150,571,-8,10,5140,0
150572,150,572,-8,0,5401,0
150580,150,580,-8,-2,6532,0
150590,150,590,-8,9,7078,0
150600,150,600,-8,-9,5287,0
150615,150,615,-8,-9,5833,0
150616,150,616,-8,-9,6156,0
150620,150,620,-8,-7,6156,0
150625,150,625,-8,7,6692,0
150630,150,630,-8,-10,8250,0
150640,150,640,-8,9,7351,0
150645,150,645,-8,-7,7824,0
150651,150,651,-8,-7,7018,0
150652,150,652,-8,-7,7381,0
150660,150,660,-8,2,7347,0
150663,150,663,-8,-9,7324,0
150666,150,666,-8,9,7281,0
150670,150,670,-8,-10,7778,0
150678,150,678,-8,-3,7400,0
150680,150,680,-8,-5,7382,0
150690,150,690,-8,-9,7950,0
150700,150,700,-8,-7,9236,0
150710,150,710,-8,-9,11378,0
150712,150,712,-8,-7,10670,0
150713,150,713,-8,-8,12395,0
150731,150,731,-8,-9,11477,0
150732,150,732,-8,-3,11555,0
150740,150,740,-8,10,11187,0
150750,150,750,-8,9,9673,0
150770,150,770,-8,3,9460,0
150775,150,775,-8,-7,10665,0
150780,150,780,-8,7,9373,0
150781,150,781,-8,,8891,0
150790,150,790,-8,-9,10160,0
150800,150,800,-8,,10822,0
150811,150,811,-8,-9,10967,0
150812,150,812,-8,,11085,0
150816,150,816,-8,-8,11361,0
150817,150,817,-8,-3,11013,0
150820,150,820,-8,10,10395,0
150830,150,830,-8,-2,10382,0
150840,150,840,-8,5,11705,0
150850,150,850,-8,-7,10037,0
150900,150,900,-8,10,7905,0
150920,150,920,-8,10,6750,0
155165,155,165,6,8,834,1
155200,155,200,6,10,7260,0
155205,155,205,6,10,7132,0
155210,155,210,6,10,7471,0
155211,155,211,6,10,7394,0
155212,155,212,6,10,7416,0
155220,155,220,6,5,7245,0
155225,155,225,6,10,7371,0
155230,155,230,6,-7,6656,0
155235,155,235,6,-9,6361,0
155260,155,260,6,10,7494,0
155265,155,265,6,-9,7728,0
155290,155,290,6,-7,8077,0
155305,155,305,6,10,7778,0
155310,155,310,6,-7,7872,0
155315,155,315,6,,7758,0
155325,155,325,6,10,7407,0
155338,155,338,6,,7293,0
155339,155,339,6,-9,7724,0
155345,155,345,6,-7,7858,0
155350,155,350,6,-7,7811,0
155352,155,352,6,7,8221,0
155355,155,355,6,-7,7927,0
155360,155,360,6,-7,8101,0
155365,155,365,6,-7,8788,0
155375,155,375,6,10,8386,0
155380,155,380,6,10,8139,0
155385,155,385,6,10,7918,0
155390,155,390,6,10,7854,0
155395,155,395,6,10,7250,0
155411,155,411,6,,5762,0
155420,155,420,6,10,4817,0
155432,155,432,6,-7,5210,0
155433,155,433,6,-7,4835,0
155434,155,434,6,-7,5522,0
155435,155,435,6,-7,5072,0
155436,155,436,6,-7,5782,0
155437,155,437,6,-9,5101,0
155438,155,438,6,-9,4775,0
155439,155,439,6,-7,5539,0
155450,155,450,6,-6,4783,0
155451,155,451,6,2,4753,0
155452,155,452,6,-7,5327,0
155461,155,461,6,-7,5430,0
155471,155,471,6,-7,5924,0
155475,155,475,6,-7,5885,0
155481,155,481,6,-7,5670,0
155482,155,482,6,-9,6348,0
155483,155,483,6,-9,6442,0
155484,155,484,6,-7,5828,0
155490,155,490,6,-9,5828,0
155500,155,500,6,-6,6999,0
155501,155,501,6,0,7178,0
155510,155,510,6,-7,7093,0
155516,155,516,6,-7,6671,0
155517,155,517,6,-5,6767,0
155520,155,520,6,7,7794,0
155530,155,530,6,-9,7683,0
155551,155,551,6,0,6140,0
155552,155,552,6,4,6195,0
155553,155,553,6,-9,6497,0
155560,155,560,6,4,6279,0
155570,155,570,6,9,5561,0
155571,155,571,6,10,5654,0
155572,155,572,6,0,5862,0
155580,155,580,6,-2,6969,0
155590,155,590,6,9,7407,0
155600,155,600,6,-9,6239,0
155615,155,615,6,-9,6792,0
155616,155,616,6,-9,7119,0
155620,155,620,6,-7,7121,0
155625,155,625,6,7,7564,0
155630,155,630,6,-10,9196,0
155640,155,640,6,9,8315,0
155645,155,645,6,-7,8767,0
155651,155,651,6,-7,7964,0
155652,155,652,6,-7,8333,0
155660,155,660,6,2,8300,0
155663,155,663,6,-9,8272,0
155666,155,666,6,9,8229,0
155670,155,670,6,-10,8669,0
155678,155,678,6,-3,8228,0
155680,155,680,6,-5,8183,0
155690,155,690,6,-9,8869,0
155700,155,700,6,-7,10161,0
155710,155,710,6,-9,11854,0
155712,155,712,6,-7,11440,0
155713,155,713,6,-8,11514,0
155731,155,731,6,-9,11457,0
155732,155,732,6,-3,11416,0
155740,155,740,6,10,10716,0
155750,155,750,6,9,10523,0
155770,155,770,6,3,10376,0
155775,155,775,6,-7,11035,0
155780,155,780,6,7,9818,0
155781,155,781,6,,9370,0
155790,155,790,6,-9,10969,0
155800,155,800,6,,10978,0
155811,155,811,6,-9,10909,0
155812,155,812,6,,11300,0
155816,155,816,6,-8,11564,0
155817,155,817,6,-3,10870,0
155820,155,820,6,10,10297,0
155830,155,830,6,-2,10196,0
155840,155,840,6,5,10953,0
155850,155,850,6,-7,9704,0
155900,155,900,6,10,7038,0
155920,155,920,6,10,5814,0
160165,160,165,-9,8,0,1
160200,160,200,-9,10,6923,0
160205,160,205,-9,10,6838,0
160210,160,210,-9,10,7120,0
160211,160,211,-9,10,7032,0
160212,160,212,-9,10,7036,0
160220,160,220,-9,5,6875,0
160225,160,225,-9,10,6963,0
160230,160,230,-9,-7,6250,0
160235,160,235,-9,-9,5973,0
160260,160,260,-9,10,7120,0
160265,160,265,-9,-9,7372,0
160290,160,290,-9,-7,7670,0
160305,160,305,-9,10,7347,0
160310,160,310,-9,-7,7426,0
160315,160,315,-9,,7350,0
160325,160,325,-9,10,6938,0
160338,160,338,-9,,6772,0
160339,160,339,-9,-9,7224,0
160345,160,345,-9,-7,7384,0
160350,160,350,-9,-7,7272,0
160352,160,352,-9,7,7634,0
160355,160,355,-9,-7,7426,0
160360,160,360,-9,-7,7606,0
160365,160,365,-9,-7,8382,0
160375,160,375,-9,10,8055,0
160380,160,380,-9,10,7814,0
160385,160,385,-9,10,7619,0
160390,160,390,-9,10,7507,0
160395,160,395,-9,10,7114,0
160411,160,411,-9,,5097,0
160420,160,420,-9,10,4312,0
160432,160,432,-9,-7,4650,0
160433,160,433,-9,-7,4343,0
160434,160,434,-9,-7,4885,0
160435,160,435,-9,-7,4592,0
160436,160,436,-9,-7,5180,0
160437,160,437,-9,-9,4496,0
160438,160,438,-9,-9,4228,0
160439,160,439,-9,-7,4946,0
160450,160,450,-9,-6,4201,0
160451,160,451,-9,2,4197,0
160452,160,452,-9,-7,4695,0
160461,160,461,-9,-7,4796,0
160471,160,471,-9,-7,5252,0
160475,160,475,-9,-7,5244,0
160481,160,481,-9,-7,4993,0
160482,160,482,-9,-9,5664,0
160483,160,483,-9,-9,5790,0
160484,160,484,-9,-7,5132,0
160490,160,490,-9,-9,5132,0
160500,160,500,-9,-6,6296,0
160501,160,501,-9,0,6473,0
160510,160,510,-9,-7,6394,0
160516,160,516,-9,-7,5967,0
160517,160,517,-9,-5,6063,0
160520,160,520,-9,7,7091,0
160530,160,530,-9,-9,6983,0
160551,160,551,-9,0,5442,0
160552,160,552,-9,4,5504,0
160553,160,553,-9,-9,5803,0
160560,160,560,-9,4,6705,0
160570,160,570,-9,9,4896,0
160571,160,571,-9,10,4973,0
160572,160,572,-9,0,5194,0
160580,160,580,-9,-2,6313,0
160590,160,590,-9,9,6790,0
160600,160,600,-9,-9,5805,0
160615,160,615,-9,-9,6325,0
160616,160,616,-9,-9,6621,0
160620,160,620,-9,-7,6584,0
160625,160,625,-9,7,6886,0
160630,160,630,-9,-10,8573,0
160640,160,640,-9,9,7765,0
160645,160,645,-9,-7,8142,0
160651,160,651,-9,-7,7352,0
160652,160,652,-9,-7,7727,0
160660,160,660,-9,2,7699,0
160663,160,663,-9,-9,7658,0
160666,160,666,-9,9,7616,0
160670,160,670,-9,-10,7996,0
160678,160,678,-9,-3,7532,0
160680,160,680,-9,-5,7484,0
160690,160,690,-9,-9,8214,0
160700,160,700,-9,-7,9502,0
160710,160,710,-9,-9,11984,0
160712,160,712,-9,-7,11257,0
160713,160,713,-9,-8,11788,0
160731,160,731,-9,-9,12065,0
160732,160,732,-9,-3,12082,0
160740,160,740,-9,10,11417,0
160750,160,750,-9,9,9825,0
160770,160,770,-9,3,9706,0
160775,160,775,-9,-7,10454,0
160780,160,780,-9,7,9180,0
160781,160,781,-9,,8716,0
160790,160,790,-9,-9,10264,0
160800,160,800,-9,,10498,0
160811,160,811,-9,-9,10542,0
160812,160,812,-9,,10810,0
160816,160,816,-9,-8,11110,0
160817,160,817,-9,-3,10551,0
160820,160,820,-9,10,9928,0
160830,160,830,-9,-2,9877,0
160840,160,840,-9,5,11064,0
160850,160,850,-9,-7,9469,0
160900,160,900,-9,10,7294,0
160920,160,920,-9,10,6206,0
165200,165,200,8,10,6871,0
165205,165,205,8,10,6795,0
165210,165,210,8,10,7065,0
165211,165,211,8,10,6975,0
165212,165,212,8,10,6976,0
165220,165,220,8,5,6817,0
165225,165,225,8,10,6897,0
165230,165,230,8,-7,6186,0
165235,165,235,8,-9,5913,0
165260,165,260,8,10,7060,0
165265,165,265,8,-9,7315,0
165290,165,290,8,-7,7602,0
165305,165,305,8,10,7276,0
165310,165,310,8,-7,7352,0
165315,165,315,8,,7284,0
165325,165,325,8,10,6860,0
165338,165,338,8,,6684,0
165339,165,339,8,-9,7139,0
165345,165,345,8,-7,7305,0
165350,165,350,8,-7,7180,0
165352,165,352,8,7,7532,0
165355,165,355,8,-7,7341,0
165360,165,360,8,-7,7522,0
165365,165,365,8,-7,8313,0
165375,165,375,8,10,8000,0
165380,165,380,8,10,7761,0
165385,165,385,8,10,7573,0
165390,165,390,8,10,7451,0
165395,165,395,8,10,7099,0
165411,165,411,8,,4980,0
165420,165,420,8,10,4233,0
165432,165,432,8,-7,4557,0
165433,165,433,8,-7,4267,0
165434,165,434,8,-7,4775,0
165435,165,435,8,-7,4517,0
165436,165,436,8,-7,5077,0
165437,165,437,8,-9,4393,0
165438,165,438,8,-9,4139,0
165439,165,439,8,-7,4846,0
165450,165,450,8,-6,4105,0
165451,165,451,8,2,4106,0
165452,165,452,8,-7,4587,0
165461,165,461,8,-7,4687,0
